.513167	-1.404539	2.037788	1.151108	1.479806	2.673126	-.654952	1.423753	1.357738	1
4.318062	5.038379	5.500038	4.586753	5.708833	4.143245	3.268212	.225252	1.891528	1
1.72289	1.346464	1.615399	1.945507	1.149293	.252271	-.561214	2.286631	2.092867	1
-1.091624	-1.543832	-.531034	-1.608066	.137804	-.843807	-.540038	-2.069571	1.588623	1
2.701396	2.414807	4.654154	.354537	1.521774	2.466255	2.584034	-.548582	1.012846	1
.579641	.545307	2.076103	-.037554	1.266385	1.194331	-1.12028	1.595625	.951901	1
1.492119	.926622	1.10672	2.169609	1.592802	1.208075	.002	.67734	1.110364	1
2.776927	6.322969	5.884375	2.347992	3.015317	3.849764	.344203	3.242721	3.171433	1
1.339908	1.977192	.932599	1.231819	.725235	1.298707	1.99562	-1.253378	1.534174	1
-.638303	-.424809	-.326775	2.279801	.497142	-.503174	.009015	-1.301902	1.450423	1
2.177544	.706987	1.310199	.320988	.679204	2.450116	.296205	1.35534	1.38146	1
3.908094	2.782114	4.247769	3.709376	1.630877	2.647064	.161588	1.677776	2.013376	1
1.619526	1.099308	2.340142	2.297332	2.189323	3.570078	1.643228	1.122866	1.390393	1
2.340752	4.375416	4.93784	3.155729	3.772491	4.08303	.925692	2.225424	4.380923	1
-.333838	-.370328	.772857	1.467275	2.286293	.84791	-1.759819	1.056912	1.637708	1
3.217329	3.040619	1.766289	2.7953	1.447218	2.054377	-.013207	2.251138	2.518322	1
2.92913	2.850891	4.203442	3.152471	3.136071	3.765413	2.835268	1.062346	1.327654	1
1.232195	2.903281	1.883584	.809178	.958612	1.959663	-1.671356	3.877393	2.152641	1
.7935	2.139534	1.490466	2.908213	2.457426	3.173997	1.523282	2.259525	.71843	1
.263197	2.543351	2.329262	1.240697	2.615727	1.12243	1.409857	.731698	3.121324	1
3.388396	4.155977	3.791283	5.49437	3.75823	4.003201	3.026715	1.680185	2.304618	1
4.788271	4.026695	4.035223	3.537652	1.881335	1.192307	1.098873	2.995144	2.069853	1
.984368	.14277	-1.044164	1.447325	1.546178	.477707	-2.582469	4.455647	.463238	1
3.022566	2.88183	1.704037	.650095	1.296491	1.632905	-3.04331	4.069409	2.195401	1
1.278422	1.476967	1.995745	2.804806	3.74999	2.59325	1.836139	2.13843	1.31745	1
3.658102	3.236	2.509888	2.776933	3.569072	3.919972	-.76249	3.464344	3.616012	1
1.982263	2.49953	2.811325	2.029519	2.264839	3.182894	-.3809	3.44937	2.183248	1
1.967182	2.371889	2.842901	2.027965	2.514594	1.664731	.452361	.52034	1.694232	1
3.765533	5.108333	4.270935	3.432806	3.43934	3.953451	.464376	1.060078	3.198587	1
1.249028	1.35394	3.962509	.546603	.164409	-.016668	-.209359	-.829379	3.43615	1
3.865218	5.276468	4.847446	2.610766	3.393505	2.216014	.532139	2.432641	2.433978	1
2.050451	1.174923	.168271	1.480503	-.107819	-.266201	-1.0722	.708683	.879428	1
.626084	.176798	.05717	-2.179421	-1.762707	-.201191	.312617	-.041374	.726755	1
2.297814	2.980325	1.966446	.157267	1.483138	.644753	-1.556717	.311454	2.437849	1
